frame,x,y,z,numObj,rangeIdx,range,dopplerIdx,doppler,peakVal
0,"[ 1.83203125 -0.2578125  -0.29882812  1.7578125   1.61132812  1.71875
  1.67578125  1.56835938  1.02539062]","[0.         0.43945312 0.4609375  0.72460938 1.67773438 1.66210938
 1.76953125 1.74414062 2.08789062]","[-2.05078125 -0.07617188 -0.11914062 -1.37109375 -0.29296875 -0.02148438
 -0.04492188  0.4609375   0.29296875]",9,[50 11 12 50 50 51 52 51 50],"[2.34375  0.515625 0.5625   2.34375  2.34375  2.390625 2.4375   2.390625
 2.34375 ]",[0 1 1 1 2 2 2 3 0],"[0.         0.12526054 0.12526054 0.12526054 0.25052108 0.25052108
 0.25052108 0.37578163 0.        ]",[ 5  7  7  6 10 14 11  8  3]
0,"[1.72265625 1.83203125 1.39257812 1.56835938 1.59960938 1.61132812
 1.56835938 1.8671875  1.83203125 1.02539062 1.00585938]","[0.         0.         1.8203125  1.75976562 1.8203125  1.40429688
 1.703125   0.         0.         2.08789062 2.06054688]","[-2.20703125 -2.30273438  0.49414062  0.39453125  0.26171875  0.9609375
  0.59765625 -2.07421875 -2.13476562  0.29296875  0.14257812]",11,[49 50 50 51 52 50 51 49 50 50 49],"[2.296875 2.34375  2.34375  2.390625 2.4375   2.34375  2.390625 2.296875
 2.34375  2.34375  2.296875]",[ 0  0  2  2  2  3  3 -1 -1  0 -1],"[ 0.          0.          0.25052108  0.25052108  0.25052108  0.37578163
  0.37578163 -0.12526054 -0.12526054  0.         -0.12526054]",[ 5  5  8 12  9  7  8  7  6  3  4]
0,"[-0.30664062 -0.3515625   1.61132812  1.64453125  1.67578125  1.56835938
  1.5234375   1.70898438  1.66210938 -0.33398438]","[0.3984375  0.41210938 1.6640625  1.70117188 1.73828125 1.76953125
 1.85351562 1.75       1.89257812 0.44921875]","[ 0.1171875   0.15429688 -0.35546875  0.34765625  0.33789062  0.3515625
  0.4296875   0.4375      0.2578125   0.0625    ]",10,[11 12 50 51 52 51 52 53 54 12],"[0.515625 0.5625   2.34375  2.390625 2.4375   2.390625 2.4375   2.484375
 2.53125  0.5625  ]",[ 1  1  2  2  2  3 -2 -2 -2 -1],"[ 0.12526054  0.12526054  0.25052108  0.25052108  0.25052108  0.37578163
 -0.25052108 -0.25052108 -0.25052108 -0.12526054]",[15 20 11 14 10  8  8  9  7 15]
0,"[-0.32226562 -0.33398438 -0.38085938  1.97851562 -0.30664062 -0.3515625
 -0.36132812 -0.32226562 -0.33398438 -0.38085938  1.56835938  1.71875
 -0.33398438  1.70898438 -0.30664062 -0.33398438 -0.38085938  1.79492188
  1.97851562  1.09960938  0.93359375  1.02539062]","[0.36328125 0.40234375 0.39648438 0.         0.359375   0.3671875
 0.38476562 0.32421875 0.35742188 0.31445312 1.74023438 1.6484375
 0.42773438 1.8046875  0.37890625 0.41601562 0.42382812 0.
 0.         2.04296875 2.09960938 2.09375   ]","[ 0.171875    0.20507812  0.26171875 -2.14453125  0.20703125  0.2421875
  0.3046875   0.23828125  0.27734375  0.35546875  0.47265625 -0.21484375
  0.15039062  0.03125     0.16796875  0.1796875   0.21484375 -2.11132812
 -2.10351562  0.33398438  0.          0.23632812]",22,[11 12 13 50 11 12 13 11 12 13 51 51 12 53 11 12 13 49 50 50 49 50],"[0.515625 0.5625   0.609375 2.34375  0.515625 0.5625   0.609375 0.515625
 0.5625   0.609375 2.390625 2.390625 0.5625   2.484375 0.515625 0.5625
 0.609375 2.296875 2.34375  2.34375  2.296875 2.34375 ]",[ 0  0  0  0  1  1  1  2  2  2  2  4 -2 -2 -1 -1 -1 -1 -1  0 -1 -1],"[ 0.          0.          0.          0.          0.12526054  0.12526054
  0.12526054  0.25052108  0.25052108  0.25052108  0.25052108  0.50104217
 -0.25052108 -0.25052108 -0.12526054 -0.12526054 -0.12526054 -0.12526054
 -0.12526054  0.         -0.12526054 -0.12526054]",[12 18 10  5 40 58 33 14 21 11 10  7 10  9 20 30 16  7  8  3  4  5]
0,"[-0.30664062 -0.33398438 -0.38085938 -0.43164062 -0.30664062 -0.33398438
 -0.36132812 -0.41015625 -0.484375   -0.30664062 -0.33398438 -0.38085938
  1.71875     1.56835938 -0.3515625  -0.33398438 -0.38085938 -0.484375  ]","[0.3671875  0.40625    0.421875   0.44335938 0.33007812 0.37695312
 0.41210938 0.42382812 0.45703125 0.30664062 0.34960938 0.3671875
 1.5390625  1.75976562 0.41015625 0.3984375  0.42773438 0.48828125]","[0.19335938 0.19921875 0.21875    0.22070312 0.25195312 0.25195312
 0.265625   0.28710938 0.23046875 0.27929688 0.28710938 0.30078125
 0.62890625 0.39453125 0.15429688 0.21679688 0.20898438 0.1484375 ]",18,[11 12 13 14 11 12 13 14 15 11 12 13 51 51 12 12 13 15],"[0.515625 0.5625   0.609375 0.65625  0.515625 0.5625   0.609375 0.65625
 0.703125 0.515625 0.5625   0.609375 2.390625 2.390625 0.5625   0.5625
 0.609375 0.703125]",[ 0  0  0  0  1  1  1  1  1  2  2  2  2  5 -2 -1 -1 -1],"[ 0.          0.          0.          0.          0.12526054  0.12526054
  0.12526054  0.12526054  0.12526054  0.25052108  0.25052108  0.25052108
  0.25052108  0.62630271 -0.25052108 -0.12526054 -0.12526054 -0.12526054]",[ 29  47  31  11  69 107  72  26  24  26  43  28  10   6   9  29  17   9]
0,"[-0.2734375  -0.31640625 -0.36132812 -0.47265625 -0.50585938 -0.5625
 -0.29101562 -0.33398438 -0.38085938 -0.47265625 -0.50585938 -0.5625
 -0.29101562 -0.33398438 -0.38085938 -0.4921875  -0.52734375 -0.5625
  1.56835938 -0.50585938 -0.4921875  -0.54882812 -0.5625     -0.11328125]","[0.3984375  0.44140625 0.47070312 0.4453125  0.4765625  0.48046875
 0.3671875  0.41210938 0.4453125  0.4375     0.46679688 0.46484375
 0.34960938 0.39648438 0.42578125 0.3984375  0.42578125 0.44140625
 1.77539062 0.48828125 0.43359375 0.4375     0.4921875  0.37695312]","[ 0.1796875   0.1484375   0.13476562  0.09960938  0.11328125  0.12695312
  0.21679688  0.1875      0.16601562  0.13085938  0.14648438  0.17382812
  0.24609375  0.21875     0.21289062  0.171875    0.1875      0.2265625
  0.32617188  0.          0.03125     0.02734375  0.06445312 -0.33398438]",24,[11 12 13 14 15 16 11 12 13 14 15 16 11 12 13 14 15 16 51 15 14 15 16 11],"[0.515625 0.5625   0.609375 0.65625  0.703125 0.75     0.515625 0.5625
 0.609375 0.65625  0.703125 0.75     0.515625 0.5625   0.609375 0.65625
 0.703125 0.75     2.390625 0.703125 0.65625  0.703125 0.75     0.515625]",[ 0  0  0  0  0  0  1  1  1  1  1  1  2  2  2  2  2  2  4 -2 -1 -1 -1  1],"[ 0.          0.          0.          0.          0.          0.
  0.12526054  0.12526054  0.12526054  0.12526054  0.12526054  0.12526054
  0.25052108  0.25052108  0.25052108  0.25052108  0.25052108  0.25052108
  0.50104217 -0.25052108 -0.12526054 -0.12526054 -0.12526054  0.12526054]","[ 31  60  48  34  40  26  57 112  92  79  93  58  26  52  42  32  37  23
   8   9  21  25  13  30]"
0,"[-0.2734375  -0.31640625 -0.34375    -0.45117188 -0.52734375 -0.5625
 -0.2734375  -0.31640625 -0.34375    -0.45117188 -0.52734375 -0.5625
 -0.29101562 -0.31640625 -0.34375    -0.43164062 -0.54882812 -0.5859375
 -0.33398438]","[0.41992188 0.44140625 0.48046875 0.47460938 0.45898438 0.48632812
 0.41015625 0.4296875  0.46679688 0.47265625 0.45117188 0.4765625
 0.3828125  0.41210938 0.44726562 0.4921875  0.41210938 0.42773438
 0.37109375]","[0.12304688 0.14648438 0.15234375 0.0390625  0.07226562 0.09375
 0.15234375 0.17773438 0.19140625 0.06445312 0.11132812 0.13867188
 0.1875     0.21484375 0.23242188 0.04882812 0.15234375 0.18945312
 0.25976562]",19,[11 12 13 14 15 16 11 12 13 14 15 16 11 12 13 14 15 16 12],"[0.515625 0.5625   0.609375 0.65625  0.703125 0.75     0.515625 0.5625
 0.609375 0.65625  0.703125 0.75     0.515625 0.5625   0.609375 0.65625
 0.703125 0.75     0.5625  ]",[0 0 0 0 0 0 1 1 1 1 1 1 2 2 2 2 2 2 3],"[0.         0.         0.         0.         0.         0.
 0.12526054 0.12526054 0.12526054 0.12526054 0.12526054 0.12526054
 0.25052108 0.25052108 0.25052108 0.25052108 0.25052108 0.25052108
 0.37578163]","[ 67 131  96  28  36  26 127 241 177  54  70  50  72 139  99  28  32  22
  10]"
0,"[-0.19921875 -0.2109375  -0.2421875  -0.29882812 -0.32421875 -0.51367188
 -0.52734375 -0.5625     -0.2109375  -0.2421875  -0.29882812 -0.34375
 -0.53320312 -0.52734375 -0.5625     -0.31640625 -0.36132812 -0.54882812
 -0.52734375 -0.4921875  -0.52734375 -0.5625    ]","[0.31054688 0.34960938 0.42382812 0.43164062 0.47265625 0.40234375
 0.46289062 0.49609375 0.33789062 0.41601562 0.41601562 0.43164062
 0.3828125  0.45703125 0.48828125 0.3671875  0.37890625 0.421875
 0.46484375 0.43359375 0.46484375 0.49609375]","[ 0.06445312  0.10351562  0.16601562  0.203125    0.20898438 -0.07226562
  0.03515625  0.03125     0.13671875  0.18359375  0.23242188  0.25976562
 -0.02148438  0.08398438  0.0859375   0.28515625  0.3125      0.12304688
 -0.02539062  0.00976562  0.0078125   0.01757812]",22,[ 8  9 11 12 13 14 15 16  9 11 12 13 14 15 16 12 13 15 15 14 15 16],"[0.375    0.421875 0.515625 0.5625   0.609375 0.65625  0.703125 0.75
 0.421875 0.515625 0.5625   0.609375 0.65625  0.703125 0.75     0.5625
 0.609375 0.703125 0.703125 0.65625  0.703125 0.75    ]",[ 0  0  0  0  0  0  0  0  1  1  1  1  1  1  1  2  2  2 -2 -1 -1 -1],"[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.12526054  0.12526054  0.12526054  0.12526054
  0.12526054  0.12526054  0.12526054  0.25052108  0.25052108  0.25052108
 -0.25052108 -0.12526054 -0.12526054 -0.12526054]","[ 91  68  35  66  52  25  45  26 126  72 125  98  58 102  59  71  57  40
  10  21  27  15]"
0,"[-0.2734375  -0.29882812 -0.32421875 -0.36914062 -0.2578125  -0.29882812
 -0.32421875 -0.390625   -0.52734375 -0.2734375  -0.29882812 -0.32421875
 -0.390625   -0.33398438 -0.36132812 -0.84960938 -0.38671875 -0.19335938]","[0.41992188 0.45507812 0.48632812 0.50390625 0.42578125 0.4453125
 0.47070312 0.46484375 0.44335938 0.39453125 0.42773438 0.44921875
 0.42773438 0.359375   0.38085938 0.98242188 0.30859375 0.40625   ]","[ 0.12304688  0.14257812  0.17382812  0.20117188  0.13476562  0.171875
  0.2109375   0.25        0.140625    0.18554688  0.20898438  0.25585938
  0.30859375  0.27539062  0.31054688  0.40039062  0.26757812 -0.33789062]",18,[11 12 13 14 11 12 13 14 15 11 12 13 14 12 13 29 12 12],"[0.515625 0.5625   0.609375 0.65625  0.515625 0.5625   0.609375 0.65625
 0.703125 0.515625 0.5625   0.609375 0.65625  0.5625   0.609375 1.359375
 0.5625   0.5625  ]",[ 0  0  0  0  1  1  1  1  1  2  2  2  2  3  3  3 -1 -1],"[ 0.          0.          0.          0.          0.12526054  0.12526054
  0.12526054  0.12526054  0.12526054  0.25052108  0.25052108  0.25052108
  0.25052108  0.37578163  0.37578163  0.37578163 -0.12526054 -0.12526054]",[ 60 136 130  50 124 272 248  93  34  72 164 153  60  16  16  12  12  12]
0,"[-0.29882812 -0.32421875 -0.50585938 -1.00585938 -0.29882812 -0.32421875
 -0.52734375 -0.5625     -1.07617188 -1.09960938 -0.29882812 -0.34375
 -0.80664062 -0.87890625 -0.84960938 -0.87890625 -0.2421875  -0.28125
 -0.12304688 -2.00976562 -0.12304688 -2.00976562 -2.05078125 -0.12304688
 -0.11523438]","[0.41796875 0.49804688 0.48632812 2.03320312 0.42773438 0.49023438
 0.45703125 0.47851562 1.97070312 2.02734375 0.3984375  0.47070312
 1.0234375  1.04101562 0.93359375 0.9453125  0.421875   0.45507812
 0.51171875 0.         0.54492188 0.         0.         0.52734375
 0.44921875]","[ 0.22851562  0.1328125   0.05078125  0.3671875   0.2109375   0.16210938
  0.08984375  0.12890625  0.48632812  0.421875    0.25976562  0.18164062
  0.38476562  0.3515625   0.50390625  0.55859375 -0.16992188 -0.17578125
 -0.19921875 -1.54296875 -0.06445312 -1.18359375 -1.51757812 -0.15429688
 -0.39453125]",25,"[12 13 15 49 12 13 15 16 49 50 12 13 29 30 29 30 11 12 12 49 12 49 50 12
 13]","[0.5625   0.609375 0.703125 2.296875 0.5625   0.609375 0.703125 0.75
 2.296875 2.34375  0.5625   0.609375 1.359375 1.40625  1.359375 1.40625
 0.515625 0.5625   0.5625   2.296875 0.5625   2.296875 2.34375  0.5625
 0.609375]","[ 0  0  0  0  1  1  1  1  1  1  2  2  3  3  4  4 -1 -1  0  0  1  1  1  2
  2]","[ 0.          0.          0.          0.          0.12526054  0.12526054
  0.12526054  0.12526054  0.12526054  0.12526054  0.25052108  0.25052108
  0.37578163  0.37578163  0.50104217  0.50104217 -0.12526054 -0.12526054
  0.          0.          0.12526054  0.12526054  0.12526054  0.25052108
  0.25052108]","[ 57  47  18  13 131  95  36  23  25  21  60  48  16  14   8   8  34  40
  34  10  68  20  12  38  30]"
0,"[-0.17578125 -0.16210938 -0.17578125 -0.22851562 -0.4609375  -0.515625
 -0.16210938 -0.19335938 -0.24804688 -0.2109375  -0.26367188 -0.36914062
 -0.38671875 -0.40039062 -0.36914062]","[0.49609375 0.484375   0.48242188 0.40820312 0.52734375 0.53320312
 0.4765625  0.46679688 0.453125   0.49023438 0.46875    0.41796875
 0.40820312 0.45703125 0.41601562]","[ 0.19921875  0.07421875  0.23046875  0.38867188  0.0625      0.11328125
  0.109375    0.24609375  0.32421875  0.17773438 -0.1640625  -0.07226562
 -0.01757812  0.05078125 -0.08203125]",15,[12 11 12 13 15 16 11 12 13 12 12 12 12 13 12],"[0.5625   0.515625 0.5625   0.609375 0.703125 0.75     0.515625 0.5625
 0.609375 0.5625   0.5625   0.5625   0.5625   0.609375 0.5625  ]",[ 0  1  1  1  1  1  2  2  2  3 -1  0  1  1  2],"[ 0.          0.12526054  0.12526054  0.12526054  0.12526054  0.12526054
  0.25052108  0.25052108  0.25052108  0.37578163 -0.12526054  0.
  0.12526054  0.12526054  0.25052108]",[ 68 105 141  82  40  33  70  87  57  13  26  45  81  53  52]
0,"[-0.33398438 -0.38085938 -0.47265625 -0.484375   -0.4921875  -0.5234375
 -0.2265625  -0.29882812 -0.40039062 -0.47265625 -0.484375   -0.515625
 -0.5234375  -0.20898438 -0.17578125 -0.171875   -0.4921875  -0.484375
 -0.515625   -0.5234375  -0.80664062 -0.8359375  -0.90820312 -0.9375
 -0.84960938 -0.87890625 -0.953125    1.64453125 -0.26367188 -0.23828125
 -0.27929688 -0.17578125 -0.171875   -0.26757812 -0.24609375 -0.171875
 -0.26757812 -0.3515625  -0.41992188 -0.26757812 -0.421875    0.05273438]","[0.         0.17578125 0.40820312 0.50976562 0.56445312 0.59375
 0.44921875 0.31835938 0.         0.42773438 0.5078125  0.5390625
 0.59765625 0.46875    0.53515625 0.58398438 0.4140625  0.50390625
 0.53125    0.59179688 1.03710938 1.07226562 1.0703125  1.109375
 0.9609375  0.99414062 0.97460938 1.64453125 0.4609375  0.7109375
 0.68359375 0.51953125 0.57421875 0.58007812 0.4453125  0.58007812
 0.55664062 0.         0.         0.5546875  0.27929688 0.51367188]","[-0.52734375  0.44140625 -0.203125    0.02148438  0.03320312  0.09375
 -0.11523438 -0.35351562  0.546875   -0.16015625  0.05273438  0.07617188
  0.06640625 -0.04296875  0.01367188 -0.0390625  -0.1328125   0.08789062
  0.12304688  0.10351562  0.34570312  0.359375    0.37695312  0.375
  0.45117188  0.46679688  0.50195312  0.55664062 -0.18359375 -0.38867188
 -0.5        -0.12304688 -0.10546875  0.15429688 -0.24023438 -0.07617188
  0.22070312 -0.4609375   0.59765625  0.2265625  -1.41210938  0.66601562]",42,"[12 13 14 15 16 17 11 12 13 14 15 16 17 11 12 13 14 15 16 17 29 30 31 32
 29 30 31 51 12 18 19 12 13 14 12 13 14 12 13 14 32 18]","[0.5625   0.609375 0.65625  0.703125 0.75     0.796875 0.515625 0.5625
 0.609375 0.65625  0.703125 0.75     0.796875 0.515625 0.5625   0.609375
 0.65625  0.703125 0.75     0.796875 1.359375 1.40625  1.453125 1.5
 1.359375 1.40625  1.453125 2.390625 0.5625   0.84375  0.890625 0.5625
 0.609375 0.65625  0.5625   0.609375 0.65625  0.5625   0.609375 0.65625
 1.5      0.84375 ]","[ 0  0  0  0  0  0  1  1  1  1  1  1  1  2  2  2  2  2  2  2  3  3  3  3
  4  4  4  5 -1 -1 -1  0  0  0  1  1  1  2  2  2  3 -1]","[ 0.          0.          0.          0.          0.          0.
  0.12526054  0.12526054  0.12526054  0.12526054  0.12526054  0.12526054
  0.12526054  0.25052108  0.25052108  0.25052108  0.25052108  0.25052108
  0.25052108  0.25052108  0.37578163  0.37578163  0.37578163  0.37578163
  0.50104217  0.50104217  0.50104217  0.62630271 -0.12526054 -0.12526054
 -0.12526054  0.          0.          0.          0.12526054  0.12526054
  0.12526054  0.25052108  0.25052108  0.25052108  0.37578163 -0.12526054]","[ 39  37  48 100 103  41 125  87  64  86 188 186  71  69  45  38  45 102
 105  39  19  21  16  11  11  12   8   7  36  24  26  35  32  33  87  59
  60  41  37  39   7  18]"
0,"[-0.2265625  -0.26367188 -0.28515625 -0.30859375 -0.484375   -0.4921875
 -0.2421875  -0.26367188 -0.3046875  -0.328125   -0.484375   -0.4921875
 -0.5234375  -0.2578125  -0.28125    -0.3046875  -0.328125   -0.4609375
 -0.4921875  -0.54882812 -0.12304688 -0.34375    -0.328125   -0.81835938
 -0.80664062 -0.81835938 -0.890625   -0.2578125  -0.26953125 -0.2265625
 -0.23632812 -0.2109375  -0.54101562 -0.36914062 -0.60742188 -0.68945312
 -0.33398438 -0.1328125  -0.31835938 -0.7265625  -1.26171875 -1.10742188
  1.28125   ]","[0.44921875 0.49609375 0.53515625 0.5703125  0.50976562 0.56640625
 0.44335938 0.49609375 0.51953125 0.54882812 0.50976562 0.56640625
 0.6015625  0.4453125  0.47460938 0.5        0.53320312 0.52734375
 0.5625     0.578125   0.54492188 0.3828125  0.52148438 1.12695312
 1.01953125 1.1484375  1.16601562 0.9609375  1.03320312 0.9921875
 1.04882812 1.10351562 1.67773438 1.55273438 0.         0.79296875
 0.22070312 0.57421875 0.39257812 1.18164062 1.3203125  1.54882812
 1.46484375]","[-1.15234375e-01 -2.73437500e-02  5.07812500e-02  1.07421875e-01
 -3.71093750e-02  1.95312500e-03 -1.03515625e-01  1.36718750e-02
  9.17968750e-02  1.48437500e-01  9.76562500e-03  2.14843750e-02
 -1.36718750e-02 -3.32031250e-02  1.09375000e-01  1.66015625e-01
  1.99218750e-01  6.25000000e-02  6.44531250e-02  4.29687500e-02
 -7.03125000e-02  3.26171875e-01  2.24609375e-01  4.16015625e-01
  3.94531250e-01  3.51562500e-01  3.14453125e-01 -2.71484375e-01
 -1.46484375e-01 -1.64062500e-01 -9.17968750e-02  5.27343750e-02
  7.65625000e-01  1.15234375e+00  2.09765625e+00  1.93750000e+00
  3.94531250e-01 -1.58203125e-01 -1.36328125e+00  4.33593750e-01
 -6.01562500e-01 -5.00000000e-01 -9.29687500e-01]",43,"[11 12 13 14 15 16 11 12 13 14 15 16 17 11 12 13 14 15 16 17 12 13 14 31
 29 31 32 22 23 22 23 24 41 42 46 47 12 13 31 31 41 42 46]","[0.515625 0.5625   0.609375 0.65625  0.703125 0.75     0.515625 0.5625
 0.609375 0.65625  0.703125 0.75     0.796875 0.515625 0.5625   0.609375
 0.65625  0.703125 0.75     0.796875 0.5625   0.609375 0.65625  1.453125
 1.359375 1.453125 1.5      1.03125  1.078125 1.03125  1.078125 1.125
 1.921875 1.96875  2.15625  2.203125 0.5625   0.609375 1.453125 1.453125
 1.921875 1.96875  2.15625 ]","[ 0  0  0  0  0  0  1  1  1  1  1  1  1  2  2  2  2  2  2  2  3  3  3  3
  4  4  4 -2 -2 -1 -1 -1 -1 -1 -1 -1  3  3  3  4 -1 -1 -1]","[ 0.          0.          0.          0.          0.          0.
  0.12526054  0.12526054  0.12526054  0.12526054  0.12526054  0.12526054
  0.12526054  0.25052108  0.25052108  0.25052108  0.25052108  0.25052108
  0.25052108  0.25052108  0.37578163  0.37578163  0.37578163  0.37578163
  0.50104217  0.50104217  0.50104217 -0.25052108 -0.25052108 -0.12526054
 -0.12526054 -0.12526054 -0.12526054 -0.12526054 -0.12526054 -0.12526054
  0.37578163  0.37578163  0.37578163  0.50104217 -0.12526054 -0.12526054
 -0.12526054]","[100 214 240 123  69  78 169 393 455 234 127 139  60  88 226 283 152  75
  83  34  30  30  20  11   8  10   8  11  11  18  18  12   9   9  29  50
  22  23   6  10   6   8  16]"
0,"[-0.31640625 -0.3046875  -0.30859375 -0.50585938 -0.4921875  -0.49804688
 -0.23828125 -0.14453125 -0.31640625 -0.3046875  -0.30859375 -0.52734375
 -0.4921875  -0.5234375  -0.17578125 -0.16210938 -0.17578125 -0.26757812
 -0.30859375 -0.50585938 -0.46875    -0.18554688 -0.19140625 -0.17773438
 -0.19335938 -0.24804688 -0.30859375 -0.81835938 -0.84375    -0.86328125
 -0.890625   -0.77148438  0.17382812 -0.2109375  -0.1953125  -0.85742188
 -0.15820312 -0.26367188 -0.30664062 -0.17578125 -0.26367188 -0.28515625
 -0.29882812  0.23828125  0.45703125]","[0.45703125 0.52539062 0.57617188 0.48046875 0.56445312 0.62304688
 0.79101562 0.453125   0.44726562 0.51953125 0.56835938 0.4609375
 0.56445312 0.6015625  0.42578125 0.4765625  0.52734375 0.5390625
 0.54492188 0.48632812 0.58203125 0.35546875 0.4140625  0.48242188
 0.52734375 0.54101562 0.49414062 1.18164062 1.21875    1.06640625
 1.12695312 1.0546875  0.         0.80078125 0.8671875  1.60351562
 0.5        0.6328125  0.38671875 0.51367188 0.61523438 0.53515625
 0.578125   0.28515625 0.72851562]","[ 0.0859375   0.05859375  0.06835938 -0.09179688 -0.02734375  0.00195312
  0.171875   -0.19726562  0.125       0.09375     0.1171875  -0.05859375
  0.03320312 -0.01367188  0.08984375 -0.109375   -0.08984375  0.10351562
  0.1953125  -0.05078125  0.06835938  0.1328125   0.11328125 -0.03125
 -0.01953125  0.13085938  0.30273438  0.22265625  0.23046875  0.47851562
  0.43164062  0.63671875  0.79492188  0.16015625  0.046875   -0.20117188
 -0.20507812  0.15625     0.1484375  -0.14453125  0.21679688  0.35742188
  0.4609375  -0.7578125  -1.61328125]",45,"[12 13 14 15 16 17 18 11 12 13 14 15 16 17 10 11 12 13 14 15 16  9 10 11
 12 13 14 31 32 31 32 31 17 18 19 39 12 15 11 12 15 15 17 18 39]","[0.5625   0.609375 0.65625  0.703125 0.75     0.796875 0.84375  0.515625
 0.5625   0.609375 0.65625  0.703125 0.75     0.796875 0.46875  0.515625
 0.5625   0.609375 0.65625  0.703125 0.75     0.421875 0.46875  0.515625
 0.5625   0.609375 0.65625  1.453125 1.5      1.453125 1.5      1.453125
 0.796875 0.84375  0.890625 1.828125 0.5625   0.703125 0.515625 0.5625
 0.703125 0.703125 0.796875 0.84375  1.828125]","[ 0  0  0  0  0  0  0  1  1  1  1  1  1  1  2  2  2  2  2  2  2  3  3  3
  3  3  3  3  3  4  4  5 -1 -1 -1 -1  0  0  1  1  1  2 -1 -1 -1]","[ 0.          0.          0.          0.          0.          0.
  0.          0.12526054  0.12526054  0.12526054  0.12526054  0.12526054
  0.12526054  0.12526054  0.25052108  0.25052108  0.25052108  0.25052108
  0.25052108  0.25052108  0.25052108  0.37578163  0.37578163  0.37578163
  0.37578163  0.37578163  0.37578163  0.37578163  0.37578163  0.50104217
  0.50104217  0.62630271 -0.12526054 -0.12526054 -0.12526054 -0.12526054
  0.          0.          0.12526054  0.12526054  0.12526054  0.25052108
 -0.12526054 -0.12526054 -0.12526054]","[ 85 132 101  34  41  21  17 108 162 273 197  61  82  46 113 115 158 211
 140  33  50  40  46  45  50  48  22  20  23  18  17   9  26  30  29   9
  62  27  74 160  39  17  17  17   8]"
